shap_pclass,shap_age,shap_sibsp,shap_parch,shap_fare,shap_sex_male,shap_embarked_Q,shap_embarked_S
-0.7988087021838873,-1.6615702770650385e-05,0.070431373717729,-0.021699613211676478,0.19806491359137,-1.2308912354707717,0.019080816525965928,-0.18964392181951553
1.6313485927227884,-0.4456590059166774,-0.10633855804800987,0.02369613981805742,1.515021278737113,2.2539099986385556,0.03624981720000506,0.3050569062959403
-1.40953195434995,-0.09743083471432329,0.33672024989733473,-0.06350861963815987,0.7594322841335088,1.282890259786509,0.018368398789316415,-0.20058021072763949
1.6737773000076412,0.4770021176710725,-0.19899530524387957,-0.0036992693785578012,1.1837206474551931,2.060396959511563,0.032873626425862314,-0.09614223118871451
-0.8534217714332044,-0.18485667229164393,0.2548328802152537,-0.04932547415606678,0.40543270349502564,-0.9170755143230781,0.034139696806669236,-0.01513463667128235
0.9964987076446414,-1.2238741898024454,0.14240596832707525,0.04724097122438252,-0.4540960476733744,-1.4988230530568398,0.03177040435373783,-0.08466556464321912
-0.6926247588545084,1.912742138984613,-2.8022652643499897,-0.00010759469121694565,-0.48272686733223963,-0.49229802747257057,0.022060946095734835,-0.20544515792746096
-1.40953195434995,1.3498293272359296,0.3631006637401879,0.48331940127536654,1.0851571302738738,1.3178517373744398,0.018368398789316415,-0.2013672697590664
0.931022138018161,-0.08426031578797848,-0.17139521101955324,-0.03905768680386245,0.07055179841525387,2.1563886250555515,0.025217975918203593,0.6449140626750887
-1.222345035225153,3.529957805657759,-0.08222906602080911,-0.005819004718214274,0.3879096782457782,0.39086818512529137,0.0301910656131804,-0.2045076933177188
1.6339929157216102,-1.4039090539701282,0.15407378629781307,0.005682197650894522,0.34867382925003765,1.9073497218405828,0.03303647488355636,-0.012070460198447108
-0.8505228060297668,-0.12925147192087025,0.19707762509351595,-0.059821862010285255,0.9999720999319106,-0.9643152594473213,0.02878899509087205,-0.24118686259258537
-0.8537759381346405,-0.5257561608124525,-0.09771246357355266,-0.2498597606830299,0.9154620638489723,-0.6776992271956988,0.034139696806669236,-0.06536292220000178
-1.4669756493344903,0.07256509407889097,0.18046465635066852,-0.06952114559710026,0.07300739977043122,1.3800009989598765,0.023107855189591645,-0.21825222753454
0.6287302536983043,-1.3380879376782104,0.14280432821717112,0.0017775541823357344,0.8757120519317687,2.276056841737591,0.03303647488355636,-0.012070460198447108
-0.6711384812742471,2.0916572466632353,-2.7263029079092664,-0.00010759469121694565,-0.9196288534748601,-0.44221787792630496,-0.3569540614821017,0.5811414715973661
-1.40953195434995,0.5160247440356761,-0.3008084038412198,-0.039784904280677436,0.026332712285220623,1.433859096528031,0.034139696806669236,-0.014197172061540187
-0.21864603070542216,0.14146061622537673,0.32061074485536667,-0.04082031550817192,-0.00013833454810082912,-1.5506324565806426,0.034139696806669236,-0.01513463667128235
-0.2478704267181456,0.09574966260232032,0.2767293215519749,-0.04932547415606678,-0.268960540862754,-1.534793267438654,0.034139696806669236,-0.01513463667128235
-1.4669756493344903,1.0298039798042737,0.1789377748570405,-0.06970495842397213,1.2169195640552788,1.4705073297442868,-0.3676905973860994,0.6116260997904465
1.3774517859704793,-0.2458609477104619,0.37836603465490043,-0.0426295427326113,0.4473875690810382,-1.4193564777099528,0.017102328427135945,-0.2226840335316956
-1.6864594562724233,0.4900678645307198,-1.257316056075506,0.0067626238241791726,-0.9388708523876267,0.8914958608243615,0.02599214093759656,-0.2045076933177188
-1.6672359612118453,-0.06938740957528353,-0.1664895880315453,-0.16190550724975764,1.1225857424549759,1.25474381740205,0.034139696806669236,-0.06442545759025961
1.1495944242551923,-0.4416066610254347,-0.6165131245786324,-0.12646743912249803,-0.20137338337779512,-1.548314395174384,0.02162077434360981,-0.2183041695691645
1.2596100732684135,-1.0771986809652299,0.2664969102945179,0.001900142589583993,-0.44890874361619354,-1.2353700888040475,0.03624981720000506,0.07716996979899704
-0.0849386328831315,-1.0552497641555965,0.19319608531426638,0.013928117537871003,0.012160842176526784,-1.4365291977627204,0.03303647488355636,-0.02519496533088386
1.3195038871653377,-0.44047087855637074,-0.26245234967209397,-0.016329214172437788,-0.29161922219209374,-1.4842061840021052,0.02047851948067546,0.6373129671253264
1.2115665458887817,-0.15143953590188175,-0.0271105974027887,0.016849398026242853,-0.5640545406378805,-1.4101325912657194,0.032873626425862314,-0.07460523653775454
-0.8505228060297668,-1.0547224811417981,0.19707762509351595,-0.059821862010285255,0.45974259986542165,-0.9977672392036766,0.02878899509087205,-0.24094319064635783
-1.4669756493344903,-0.27675752469338477,-0.29076117266435175,-0.0516393153462559,-0.14224305513605942,1.6565760142588988,0.028039203602820636,-0.21563023295719178
-1.4669756493344903,0.2795474006421864,-0.012986482267733664,-0.03176652245223522,0.8459475364506943,1.3238015045272187,0.025217975918203593,0.6449140626750887
-1.4630798635352402,-0.6553541449876502,-0.039018623544834555,0.004647306306287647,0.25534355638548734,1.2463803252088836,0.034139696806669236,-0.014197172061540187
0.7779805449582636,0.14348309395834805,-0.47882232109084727,-0.030468220030888914,-0.8636462720512645,2.111610877327621,0.018368398789316415,-0.2013672697590664
0.8491549766995012,3.485084408670664,-0.10680386721622198,0.22174605255946517,-1.0644913449167506,0.8024428560212254,0.03230118634179235,0.6657174753025175
