shap_Age,shap_BusinessTravel,shap_DailyRate,shap_Department,shap_DistanceFromHome,shap_Education,shap_EducationField,shap_EnvironmentSatisfaction,shap_Gender,shap_HourlyRate,shap_JobInvolvement,shap_JobLevel,shap_JobRole,shap_JobSatisfaction,shap_MaritalStatus,shap_MonthlyIncome,shap_MonthlyRate,shap_NumCompaniesWorked,shap_OverTime,shap_PercentSalaryHike,shap_PerformanceRating,shap_RelationshipSatisfaction,shap_StockOptionLevel,shap_TotalWorkingYears,shap_TrainingTimesLastYear,shap_WorkLifeBalance,shap_YearsAtCompany,shap_YearsInCurrentRole,shap_YearsSinceLastPromotion,shap_YearsWithCurrManager
-0.0004910649536213182,-0.0016282691830200645,-0.012298633054137314,0.0048904559118241485,-0.012666238983192421,-0.0024214220554739574,-0.00597632937669074,-0.013166050752021758,0.00012129090392317398,-0.00028960765188725733,-0.005932099099658822,-0.007274179119112977,0.011740482707759023,0.05660474298169837,0.025396393537699232,-0.013726087209472916,-0.0005531910842040246,-0.003923885760404046,-0.07306352926869858,-0.005124047988936605,-0.00012252274094247756,-0.0203899602476792,0.03065442375394531,-0.0019600300138792335,0.0061914574197361304,-0.00471591954425402,-0.0081802851472619,-0.0029627991922104267,-0.009647266819251033,-0.007929365385540482
0.002469842440841719,-0.003014213455108997,-0.007859200953515078,-0.0025713102695064725,0.0044234534521262366,0.0006501867705392411,-0.0008641973437584226,-0.00822432519136965,-0.0008405339157554807,-0.005606428295775445,-0.008096321357931174,-0.005960597803829077,-0.015021916548205646,0.026205722213552617,-0.008816944492868064,-0.016212323469093876,0.02478524257510561,-0.0029162382231010743,-0.03755080716427912,0.014594828321760381,-3.4379490823959994e-06,-0.0020419697584705895,-0.03337399374932209,0.005960257825597555,-0.002681945555368635,-0.0025683684735045642,-0.005130574439348724,0.003590836693654981,-0.005922898900374746,-0.006245360398573823
0.03572330721468567,0.0015395541678067872,0.05346842624909186,-0.0003524685978626341,0.03372863518776445,-0.00725865630327381,0.03702696555559996,-0.020322825891149563,-0.0010704188344004262,-0.001456867698189434,0.042643469593255774,0.006482275979107107,0.007682932290981766,-0.006329021934312123,-0.01656862842571553,0.11930278093754,-0.01593277648804668,-0.007982026716877668,-0.07696036726509663,0.01880098165384341,9.303447543058316e-05,-0.00014654732469328847,-0.02878265024002263,0.15517111506300071,-0.001517429805331906,-0.011545057232945095,0.02931177188540613,0.010172471814124895,-0.0015128811840456056,0.027747364459357868
-0.019870832219305603,-0.0021274561704617413,-0.0134890614260389,-0.0021367416818038965,-0.012250913541138239,7.108896943660417e-05,-0.004615371778727584,-0.0025508657072355182,0.00013863778911171702,-0.008198431497760965,-0.0026548861674216234,-0.005797624691094568,-0.010069052622726638,0.02386643854754499,-0.01252318072685115,-0.014713277041732142,-0.005212808639077732,-0.010472557313426738,-0.031067330298136676,-0.006023132164532419,-1.825951283358346e-05,-0.0024101224014182452,-0.033425943293447676,-0.010637913330566085,-0.003063541028798678,-0.004598943525291325,0.012874023861939195,0.005816316230887369,-0.0034790316760380264,0.019797235641979966
-0.015959926058870443,-0.0005572484757691145,-0.001772774523553531,-0.004289737122938908,-0.009764590078462606,2.5237225756224423e-05,-0.0033397209490228673,-0.00851596963634577,0.00021778801395582674,-0.004502392857477207,-0.013388197067152415,-0.011198891896888566,-0.013814800800580632,-0.007176056234535605,0.017590782262991825,-0.020060313892344347,-0.0025824249656672604,0.03186839350775265,-0.061887007017216424,-0.0031795604923630172,-1.2922566043785092e-05,-0.003590919327187293,0.01894546063854474,-0.015192787589035509,-0.0019727676529273223,0.004839714449726184,-0.0055093178718898335,-0.002820823558827843,-0.002717943330834986,-0.00852381954775827
-0.006106124514812233,-0.0004079584602960123,0.0167495507463469,0.014165448973114685,0.026049261614419145,4.873221605203005e-05,0.03520336995006512,-0.007876925655502524,0.0021402535067483338,-0.000472669801652606,0.0011145739177973724,0.04121898308978016,0.08556722968689845,-0.0014857429323951819,-0.0007888297364027677,0.10816991489656788,0.01863747334335785,-0.0024425975460925157,0.2292178014060146,-0.003664709694008173,-2.024818773888978e-05,-0.0017208157462188299,-0.00907272688897454,-0.006063696478257952,-0.0004452476105802921,-2.3703007947435953e-05,-0.005641441783734637,0.0013377839677275035,-0.004517533552819499,-0.007712943132421705
-0.015279944935445848,-0.00011186196372511176,0.043947330726975875,-0.003084960426045971,0.02865429275373242,-0.00127646148885968,-0.002125394485336939,-0.019917786737670216,0.00018758997822161352,-0.0006568808223006384,0.10495182480623985,0.008448295725362327,-0.008088447922403161,-0.01150192308988798,0.025278810410993894,-0.024417756998478674,-0.009860478051728029,-0.013934165873854787,-0.04865791209915717,-0.002938637928018302,0.0004400611363455742,0.0027543695366698167,0.05786741541025189,-0.00841322035083562,0.0009211990184377517,-0.004681850901005867,-0.012019909327147962,-0.0056014913666854295,0.0012255016269528993,-0.0009511437765622583
-0.014888232445610447,-0.000433779440670819,-0.0017706512860848564,-0.002289111441459452,-0.0019312858527701265,-2.2223231216558338e-05,-0.0044739396874049105,-0.008383040427334417,-0.0019771653557449274,0.005495776758771431,-0.004756667484975832,0.00871216236814421,-0.0062388548343138926,-0.00592614834667233,-0.011510369416409958,0.06327448505461439,-0.005719390883552874,0.03898011824243807,-0.09040659559032369,-0.006775809237279744,-0.0005017222855192824,-0.002999920392348538,0.0006821418961094183,-0.009216473280510618,0.0032765248989548527,-0.0058508292737354224,-0.007058240787889507,-0.0005072454890390004,-0.004524073607186134,-0.011102976555945297
-0.012682548452761728,-0.0013736968921994957,-0.006921480287561467,0.005414600350399722,-0.009862102147453556,-0.001879752735807766,0.002007062855116407,-0.006251477809518752,-0.0015106924800554326,-0.004737373767959446,0.007895293409145944,-0.010493089346127544,0.027052568268403104,-0.008031918437251906,0.01958621922573465,-0.021850555129874574,-0.002197378234471582,0.02979583583193424,-0.07727759403680666,-0.0010542217941785996,9.716340791446894e-06,-0.0035072075352704317,0.029938907040832293,-0.018608025937266258,-0.001625987579657153,-0.012515797981103981,-0.00320333562675629,-0.007329729606124714,0.03577765625944037,-0.0034074311785569516
-0.0262704615219748,-0.0007092952068520785,-0.017952154916324275,2.9611127519069744e-05,-0.004898516592764818,0.0014373741414150023,-0.005585002768937552,-0.018775871378972568,0.00012727605840580106,0.04097476396150168,-0.009604736678509173,0.009287247018633997,-0.0017285733337822423,-0.023449862483084904,-0.006496926116217791,0.041271174627994525,0.012978671589551594,-0.007550797509200417,-0.08768556662073644,-0.005276532383851809,0.0009337136302974016,-0.012917706678179954,0.007735091181376989,0.15139227669696806,-0.0018180743174135699,-0.008737542603985023,0.01919955010152283,0.008186603886199144,-0.005612614157209706,0.002673343831645147
