shap_MedInc,shap_HouseAge,shap_AveRooms,shap_AveBedrms,shap_Population,shap_AveOccup,shap_Latitude,shap_Longitude
-0.6575728902949959,0.001221413157236384,-0.03249995196192686,-0.005862439801840083,-0.004239008123859094,-0.2275519377753699,-0.5108545388747189,-0.040353311016333465
-0.532052249629287,-0.0010425784680410288,-0.09981063284159973,0.04446711016691552,-0.0002487636279511207,-0.04297866691504169,-0.5755823349469392,-0.03513454090132655
0.23356714042176463,0.380767156262782,0.023109258403364946,0.08503917516329239,0.02018115447593118,1.067691205452793,0.23595581839348598,0.8823539200819505
0.5747121392666305,-0.06941435397024179,0.08854215983834365,-0.008035103067604722,-0.0011008867602777172,-0.3272722763593447,0.19926477962930222,0.08440092825596367
-0.09107269108750188,0.014264121846008494,-0.04992960172856328,-0.007288366482025594,-0.003705374350474813,0.06880237205086814,-0.2676747774640171,0.6157316707223618
0.14709688356881087,-0.11605373929245616,-0.037275872455502394,-0.027721872506926957,0.024629157786257565,-0.05030616690972238,0.215031688359486,-0.48969273767044796
0.3607042782040662,0.005044116037661297,0.07316932999701749,0.0310792457055868,-0.022345745033780985,-0.2617180035812453,0.25342372374820116,-0.07991957018735775
-0.09044889752160089,0.010379379195019283,-0.05305765152092135,0.0050326500766459505,-0.007146139085070899,-0.38425549078381666,0.23120712953026668,-0.035553632020291846
0.30790004805563514,-0.44060085095748946,-0.03347037755376732,0.0023394319183898914,-0.018882593064026877,0.6011606406954888,-0.1143774036623654,0.425728879834578
2.137796043198323,0.1746477684448837,0.2167888048009263,0.004615444545106584,0.0007203528725040087,0.08346386380831973,0.26630200617299127,0.052832360272277584
-0.3457397186725939,0.01486354725791898,-0.037474218402257974,0.014427033732499695,0.02054656161008097,0.02774643054301123,-0.6713243484168196,0.14987205716768584
-0.2396156895792592,0.009776942608859827,-0.050461665813218134,-0.00979598638110474,0.007295456196661689,-0.005203888869873481,0.3948672817819897,-0.10324498183395918
-0.25596244096401277,-0.020859191638846822,-0.04305026539861501,0.05614697084969521,0.039592420995177235,-0.26441653339017646,0.3306059362906308,-0.09546954052180809
-0.14962671048077028,-0.051742977894191425,-0.08356282351316623,0.010529381770084001,0.03689737247639641,-0.2906712114338552,0.244853238059477,0.12074108113652983
0.5422822123190417,0.001248874930506645,0.08946493913072118,-0.024282611828821247,0.0012612036959217222,-0.33594588546578963,0.24666365056371434,-0.05597497494210984
-0.10088715674861305,-0.016997177854609618,-0.06224740596375341,-0.005757596779640153,0.04246729336991848,-0.39747459856755085,0.25587033550680643,-0.10555632816627622
-0.04774128471930453,0.03659502936698118,-0.06382446581845215,-0.018038978323365883,-0.05032094517835503,0.16871747451705232,-0.4014404412259501,0.3489009711363178
0.1246840629309736,0.0031279044186703687,-0.005097588039352559,0.05101156970258671,-0.000372110744483507,-0.19518294547626283,-0.3626790109510148,0.1996854760914175
-0.11260076150254462,-0.010910182843326765,-0.039341242262471494,-0.0008399129499230185,-0.011213866698799393,-0.037419850044116174,0.520407340561178,-0.7728041720645706
-0.5262814159530171,-0.006271484932931344,-0.0444961881047675,-0.004807925123113819,-0.0174710603152198,-0.11053173610953308,-0.5161203930139527,0.13154754204992058
0.36460871457442406,0.20155164571008755,-0.02553903344014543,0.0017207535200031998,0.02876584219578035,1.0035689310988345,0.01242622840464719,0.350215602806129
0.2713231904294662,0.18673440252601722,-0.04090327654186694,0.019024382596599027,-0.030262418597176294,0.6420564290251058,0.5008805928358925,0.19280666496180857
0.4415389466893248,-0.2972023538462599,0.0100360511098188,-0.0640082373554651,0.03081734051471358,-0.28659439713694157,-0.32676563191263996,-0.020404364431269643
1.1857445846548216,0.05720124795954689,0.06721601123266736,-0.006409459903006791,0.018910089809032797,0.1587308159078566,-0.0626527871667895,0.691479645975669
0.057299912365706404,-0.07722981634617099,-0.060125919431466175,0.002001330668499577,0.017893318411115616,-0.07135704822560002,0.4973511483936454,-0.5793455583118703
-0.6047769082592458,0.012625363128136087,-0.0750116157699631,-0.005003453515146247,-0.007894702524672538,-0.24544869147573992,-0.5069936744242114,-0.029128980656751083
-0.3603501733620942,0.011719725655111687,-0.0632921889330828,0.011412210398775642,0.013841602255633917,-0.06603608999532298,0.2867804728095143,-0.08683817898241614
-0.24167485740375924,0.017714089848141157,-0.019484222558912734,-0.008589119515418133,0.01049895755477337,0.003021198571641435,-1.03669842370884,0.36496972442921105
-0.06408377602794645,0.000650346444817842,0.005410083445785858,-0.0025371034423733365,0.0068981354523202755,0.051829565349453335,-0.6528456374918824,0.3499757500792839
1.1179011298746628,0.10288370423460946,0.11479840826918007,-0.03783348517141349,0.0026723459606546383,0.1326017907575806,0.3744724735082855,0.04124177986990617
-0.6305103701174448,0.012051769068011708,-0.026532695292689822,-0.0011649025880979024,-0.027379952986520947,-0.07479748795201885,-0.5681816988405263,0.3406226748748304
-0.5385880565441403,0.015634392838383065,-0.03908853771103168,-0.007197456731737475,-0.02147817598108304,-0.1251704090524436,0.239520238176774,-0.13705463417147257
-0.05662121771658349,-0.2943912213088879,-0.024365276125190575,0.06984727935623596,-0.009342850416833243,0.4002071223513849,0.5433380544229294,-0.4423835184963718
1.8324091610172764,0.13882742046238492,0.1016929704314316,-0.09598649501620457,0.00036031965299116565,-0.1965320453691129,0.0016287692527112085,0.3612695279611944
-0.03228645227902234,0.10525754225509446,-0.04080812009377041,0.00563454209599513,-0.007641858678925928,-0.1814466310732132,-0.08393142756540328,1.0425897911572974
0.5331004794128966,-0.07518037902685137,0.0605256902745532,0.07008468955058561,0.058367951784966864,-0.3106193841467939,0.15620705957371683,0.05455138346917011
0.25887006933517115,0.07385892628364672,-0.06720156264556863,-0.003553253966911143,-0.03213934005028932,0.22888902926317314,-0.09936047689527186,0.9108951316415732
-0.14183078045340153,-0.010755705096325983,-0.03541948757991122,-0.00738058247959998,0.007936425999032508,-0.41389914223871527,0.2758901552130919,-0.07907351564241254
